ts,time,wall_time,mp_count.O+,real_count.O+,px.O+,py.O+,pz.O+,KE.O+,mp_count.e-,real_count.e-,px.e-,py.e-,pz.e-,KE.e-,PE,E_total
8332,1.6666e-06,213.402,531441,8e+08,-4.07485e-19,-4.07413e-19,-4.09484e-19,1.6836e-12,68921,1e+08,1.33249e-17,1.33249e-17,1.33254e-17,1.68006e-11,5.76493e-11,7.61335e-11
8333,1.6668e-06,213.426,531441,8e+08,-4.10853e-19,-4.10607e-19,-4.08944e-19,1.684e-12,68921,1e+08,1.33397e-17,1.33397e-17,1.33402e-17,1.68081e-11,5.76414e-11,7.61334e-11
8334,1.667e-06,213.449,531441,8e+08,-4.08199e-19,-4.0788e-19,-4.11427e-19,1.6844e-12,68921,1e+08,1.33582e-17,1.33582e-17,1.33588e-17,1.68156e-11,5.76335e-11,7.61334e-11
8335,1.6672e-06,213.473,531441,8e+08,-4.04454e-19,-4.03944e-19,-4.07927e-19,1.68479e-12,68921,1e+08,1.33747e-17,1.33747e-17,1.33752e-17,1.6823e-11,5.76256e-11,7.61334e-11
8336,1.6674e-06,213.496,531441,8e+08,-4.14521e-19,-4.13848e-19,-4.12982e-19,1.68519e-12,68921,1e+08,1.33924e-17,1.33924e-17,1.33929e-17,1.68305e-11,5.76177e-11,7.61333e-11
8337,1.6676e-06,213.519,531441,8e+08,-4.12315e-19,-4.11505e-19,-4.1284e-19,1.68558e-12,68921,1e+08,1.34108e-17,1.34108e-17,1.34114e-17,1.68379e-11,5.76098e-11,7.61333e-11
8338,1.6678e-06,213.543,531441,8e+08,-4.09731e-19,-4.09071e-19,-4.11507e-19,1.68598e-12,68921,1e+08,1.3428e-17,1.3428e-17,1.34285e-17,1.68453e-11,5.7602e-11,7.61333e-11
8339,1.668e-06,213.566,531441,8e+08,-4.10313e-19,-4.09843e-19,-4.13179e-19,1.68637e-12,68921,1e+08,1.34425e-17,1.34425e-17,1.34431e-17,1.68527e-11,5.75941e-11,7.61332e-11
8340,1.6682e-06,213.59,531441,8e+08,-4.09279e-19,-4.09089e-19,-4.10663e-19,1.68677e-12,68921,1e+08,1.3462e-17,1.3462e-17,1.34626e-17,1.68601e-11,5.75863e-11,7.61332e-11
8341,1.6684e-06,213.613,531441,8e+08,-4.08378e-19,-4.08136e-19,-4.09987e-19,1.68716e-12,68921,1e+08,1.34768e-17,1.34768e-17,1.34774e-17,1.68675e-11,5.75784e-11,7.61331e-11
8342,1.6686e-06,213.637,531441,8e+08,-4.06603e-19,-4.06342e-19,-4.08563e-19,1.68756e-12,68921,1e+08,1.34951e-17,1.34951e-17,1.34956e-17,1.68749e-11,5.75706e-11,7.61331e-11
8343,1.6688e-06,213.661,531441,8e+08,-4.11214e-19,-4.10772e-19,-4.10036e-19,1.68796e-12,68921,1e+08,1.35132e-17,1.35132e-17,1.35138e-17,1.68823e-11,5.75628e-11,7.61331e-11
8344,1.669e-06,213.684,531441,8e+08,-4.13567e-19,-4.13288e-19,-4.10949e-19,1.68835e-12,68921,1e+08,1.3532e-17,1.35319e-17,1.35325e-17,1.68897e-11,5.75551e-11,7.61331e-11
8345,1.6692e-06,213.707,531441,8e+08,-4.16901e-19,-4.16654e-19,-4.13309e-19,1.68875e-12,68921,1e+08,1.35533e-17,1.35533e-17,1.35551e-17,1.6897e-11,5.75473e-11,7.61331e-11
8346,1.6694e-06,213.731,531441,8e+08,-4.22793e-19,-4.22292e-19,-4.18659e-19,1.68914e-12,68921,1e+08,1.35747e-17,1.35747e-17,1.35752e-17,1.69043e-11,5.75396e-11,7.6133e-11
8347,1.6696e-06,213.754,531441,8e+08,-4.2058e-19,-4.20194e-19,-4.15088e-19,1.68954e-12,68921,1e+08,1.35927e-17,1.35927e-17,1.35932e-17,1.69117e-11,5.75318e-11,7.6133e-11
8348,1.6698e-06,213.778,531441,8e+08,-4.19537e-19,-4.1942e-19,-4.11234e-19,1.68993e-12,68921,1e+08,1.36112e-17,1.36112e-17,1.36106e-17,1.6919e-11,5.75241e-11,7.6133e-11
8349,1.67e-06,213.801,531441,8e+08,-4.21225e-19,-4.21393e-19,-4.15605e-19,1.69033e-12,68921,1e+08,1.36286e-17,1.36286e-17,1.36286e-17,1.69263e-11,5.75164e-11,7.6133e-11
8350,1.6702e-06,213.825,531441,8e+08,-4.16613e-19,-4.16592e-19,-4.13938e-19,1.69073e-12,68921,1e+08,1.36469e-17,1.36469e-17,1.36464e-17,1.69336e-11,5.75087e-11,7.6133e-11
8351,1.6704e-06,213.848,531441,8e+08,-4.19491e-19,-4.2021e-19,-4.12139e-19,1.69112e-12,68921,1e+08,1.36652e-17,1.36652e-17,1.36652e-17,1.69408e-11,5.75011e-11,7.6133e-11
8352,1.6706e-06,213.872,531441,8e+08,-4.21083e-19,-4.21687e-19,-4.14998e-19,1.69152e-12,68921,1e+08,1.36806e-17,1.36806e-17,1.36801e-17,1.69481e-11,5.74934e-11,7.6133e-11
8353,1.6708e-06,213.895,531441,8e+08,-4.19636e-19,-4.2007e-19,-4.11639e-19,1.69191e-12,68921,1e+08,1.36989e-17,1.36989e-17,1.36984e-17,1.69553e-11,5.74857e-11,7.61329e-11
8354,1.671e-06,213.918,531441,8e+08,-4.1791e-19,-4.18618e-19,-4.1066e-19,1.69231e-12,68921,1e+08,1.37179e-17,1.37179e-17,1.37144e-17,1.69625e-11,5.7478e-11,7.61329e-11
8355,1.6712e-06,213.942,531441,8e+08,-4.19962e-19,-4.20692e-19,-4.13072e-19,1.69271e-12,68921,1e+08,1.37329e-17,1.37329e-17,1.37329e-17,1.69698e-11,5.74704e-11,7.61329e-11
8356,1.6714e-06,213.965,531441,8e+08,-4.21178e-19,-4.21755e-19,-4.17541e-19,1.6931e-12,68921,1e+08,1.3749e-17,1.3749e-17,1.37495e-17,1.6977e-11,5.74627e-11,7.61328e-11
8357,1.6716e-06,213.989,531441,8e+08,-4.16881e-19,-4.17342e-19,-4.15377e-19,1.6935e-12,68921,1e+08,1.37646e-17,1.37646e-17,1.37651e-17,1.69842e-11,5.74551e-11,7.61328e-11
8358,1.6718e-06,214.012,531441,8e+08,-4.13571e-19,-4.13957e-19,-4.11003e-19,1.69389e-12,68921,1e+08,1.37838e-17,1.37838e-17,1.37848e-17,1.69914e-11,5.74475e-11,7.61328e-11
8359,1.672e-06,214.035,531441,8e+08,-4.15134e-19,-4.15293e-19,-4.10376e-19,1.69429e-12,68921,1e+08,1.37981e-17,1.37981e-17,1.37988e-17,1.69986e-11,5.74399e-11,7.61327e-11
8360,1.6722e-06,214.059,531441,8e+08,-4.14076e-19,-4.14317e-19,-4.12239e-19,1.69469e-12,68921,1e+08,1.38155e-17,1.38155e-17,1.38162e-17,1.70058e-11,5.74322e-11,7.61327e-11
8361,1.6724e-06,214.083,531441,8e+08,-4.10394e-19,-4.10971e-19,-4.10509e-19,1.69508e-12,68921,1e+08,1.38329e-17,1.38329e-17,1.38336e-17,1.7013e-11,5.74246e-11,7.61327e-11
8362,1.6726e-06,214.106,531441,8e+08,-4.09028e-19,-4.09596e-19,-4.07938e-19,1.69548e-12,68921,1e+08,1.385e-17,1.385e-17,1.38504e-17,1.70201e-11,5.7417e-11,7.61326e-11
8363,1.6728e-06,214.129,531441,8e+08,-4.08267e-19,-4.09075e-19,-4.07215e-19,1.69588e-12,68921,1e+08,1.38653e-17,1.38653e-17,1.38657e-17,1.70273e-11,5.74095e-11,7.61326e-11
8364,1.673e-06,214.153,531441,8e+08,-4.09018e-19,-4.10012e-19,-4.10098e-19,1.69627e-12,68921,1e+08,1.38819e-17,1.38819e-17,1.38823e-17,1.70344e-11,5.74019e-11,7.61326e-11
8365,1.6732e-06,214.177,531441,8e+08,-4.09892e-19,-4.10837e-19,-4.08828e-19,1.69667e-12,68921,1e+08,1.38975e-17,1.38974e-17,1.3898e-17,1.70416e-11,5.73943e-11,7.61326e-11
8366,1.6734e-06,214.2,531441,8e+08,-4.14277e-19,-4.15762e-19,-4.09488e-19,1.69706e-12,68921,1e+08,1.39146e-17,1.39146e-17,1.39151e-17,1.70487e-11,5.73868e-11,7.61326e-11
8367,1.6736e-06,214.223,531441,8e+08,-4.19771e-19,-4.20882e-19,-4.12134e-19,1.69746e-12,68921,1e+08,1.393e-17,1.393e-17,1.39305e-17,1.70558e-11,5.73793e-11,7.61326e-11
8368,1.6738e-06,214.247,531441,8e+08,-4.24549e-19,-4.2562e-19,-4.17044e-19,1.69786e-12,68921,1e+08,1.39471e-17,1.39471e-17,1.39476e-17,1.70629e-11,5.73718e-11,7.61326e-11
8369,1.674e-06,214.271,531441,8e+08,-4.24497e-19,-4.25121e-19,-4.18438e-19,1.69825e-12,68921,1e+08,1.39608e-17,1.39608e-17,1.39614e-17,1.707e-11,5.73644e-11,7.61326e-11
8370,1.6742e-06,214.294,531441,8e+08,-4.24316e-19,-4.23723e-19,-4.14684e-19,1.69865e-12,68921,1e+08,1.39792e-17,1.39792e-17,1.39804e-17,1.70771e-11,5.73569e-11,7.61327e-11
8371,1.6744e-06,214.317,531441,8e+08,-4.2091e-19,-4.20611e-19,-4.13429e-19,1.69905e-12,68921,1e+08,1.39976e-17,1.39976e-17,1.39974e-17,1.70841e-11,5.73495e-11,7.61327e-11
8372,1.6746e-06,214.341,531441,8e+08,-4.2319e-19,-4.22788e-19,-4.14057e-19,1.69944e-12,68921,1e+08,1.401e-17,1.401e-17,1.40101e-17,1.70912e-11,5.73421e-11,7.61327e-11
8373,1.6748e-06,214.365,531441,8e+08,-4.19997e-19,-4.19504e-19,-4.08896e-19,1.69984e-12,68921,1e+08,1.40223e-17,1.40223e-17,1.40231e-17,1.70982e-11,5.73347e-11,7.61327e-11
8374,1.675e-06,214.388,531441,8e+08,-4.18241e-19,-4.17594e-19,-4.06018e-19,1.70024e-12,68921,1e+08,1.40391e-17,1.40391e-17,1.40399e-17,1.71052e-11,5.73273e-11,7.61328e-11
8375,1.6752e-06,214.412,531441,8e+08,-4.19609e-19,-4.18287e-19,-4.07233e-19,1.70063e-12,68921,1e+08,1.40552e-17,1.40561e-17,1.40567e-17,1.71123e-11,5.73199e-11,7.61328e-11
8376,1.6754e-06,214.435,531441,8e+08,-4.17973e-19,-4.16578e-19,-4.0854e-19,1.70103e-12,68921,1e+08,1.4071e-17,1.4071e-17,1.40715e-17,1.71193e-11,5.73125e-11,7.61328e-11
8377,1.6756e-06,214.459,531441,8e+08,-4.1896e-19,-4.17777e-19,-4.09344e-19,1.70143e-12,68921,1e+08,1.40877e-17,1.40877e-17,1.40882e-17,1.71262e-11,5.73051e-11,7.61328e-11
8378,1.6758e-06,214.482,531441,8e+08,-4.16993e-19,-4.1546e-19,-4.06552e-19,1.70182e-12,68921,1e+08,1.41046e-17,1.41046e-17,1.41055e-17,1.71332e-11,5.72978e-11,7.61328e-11
8379,1.676e-06,214.506,531441,8e+08,-4.16363e-19,-4.14936e-19,-4.10116e-19,1.70222e-12,68921,1e+08,1.41215e-17,1.41215e-17,1.41221e-17,1.71401e-11,5.72905e-11,7.61329e-11
8380,1.6762e-06,214.529,531441,8e+08,-4.16218e-19,-4.1504e-19,-4.07423e-19,1.70262e-12,68921,1e+08,1.4136e-17,1.4136e-17,1.41366e-17,1.71471e-11,5.72832e-11,7.61329e-11
8381,1.6764e-06,214.552,531441,8e+08,-4.11255e-19,-4.10921e-19,-4.05903e-19,1.70301e-12,68921,1e+08,1.41536e-17,1.41536e-17,1.41553e-17,1.7154e-11,5.72759e-11,7.61329e-11
8382,1.6766e-06,214.576,531441,8e+08,-4.08847e-19,-4.08774e-19,-4.01348e-19,1.70341e-12,68921,1e+08,1.41674e-17,1.41674e-17,1.4168e-17,1.71609e-11,5.72686e-11,7.61329e-11
8383,1.6768e-06,214.6,531441,8e+08,-4.07354e-19,-4.07584e-19,-3.99671e-19,1.70381e-12,68921,1e+08,1.41852e-17,1.41852e-17,1.41858e-17,1.71677e-11,5.72614e-11,7.61329e-11
8384,1.677e-06,214.623,531441,8e+08,-4.0909e-19,-4.09243e-19,-4.02098e-19,1.7042e-12,68921,1e+08,1.42028e-17,1.42028e-17,1.42063e-17,1.71746e-11,5.72541e-11,7.61329e-11
8385,1.6772e-06,214.647,531441,8e+08,-4.02919e-19,-4.03595e-19,-3.987e-19,1.7046e-12,68921,1e+08,1.42204e-17,1.42204e-17,1.42227e-17,1.71815e-11,5.72469e-11,7.61329e-11
8386,1.6774e-06,214.67,531441,8e+08,-4.06055e-19,-4.06978e-19,-3.98305e-19,1.705e-12,68921,1e+08,1.42381e-17,1.42381e-17,1.42395e-17,1.71883e-11,5.72396e-11,7.6133e-11
8387,1.6776e-06,214.694,531441,8e+08,-4.11609e-19,-4.12652e-19,-4.00486e-19,1.70539e-12,68921,1e+08,1.42531e-17,1.42531e-17,1.42537e-17,1.71952e-11,5.72324e-11,7.6133e-11
8388,1.6778e-06,214.717,531441,8e+08,-4.11351e-19,-4.12222e-19,-4.03162e-19,1.70579e-12,68921,1e+08,1.42651e-17,1.42651e-17,1.42656e-17,1.7202e-11,5.72252e-11,7.61329e-11
8389,1.678e-06,214.741,531441,8e+08,-4.0463e-19,-4.04824e-19,-3.97641e-19,1.70619e-12,68921,1e+08,1.42812e-17,1.42812e-17,1.42818e-17,1.72088e-11,5.7218e-11,7.61329e-11
8390,1.6782e-06,214.764,531441,8e+08,-4.05212e-19,-4.05305e-19,-4.04386e-19,1.70658e-12,68921,1e+08,1.42982e-17,1.42982e-17,1.42988e-17,1.72156e-11,5.72108e-11,7.61329e-11
8391,1.6784e-06,214.788,531441,8e+08,-4.00087e-19,-4.00338e-19,-4.00082e-19,1.70698e-12,68921,1e+08,1.43143e-17,1.43143e-17,1.43148e-17,1.72223e-11,5.72036e-11,7.61329e-11
8392,1.6786e-06,214.812,531441,8e+08,-3.93173e-19,-3.93761e-19,-3.91296e-19,1.70738e-12,68921,1e+08,1.43287e-17,1.43287e-17,1.43293e-17,1.72291e-11,5.71965e-11,7.61329e-11
8393,1.6788e-06,214.836,531441,8e+08,-3.95254e-19,-3.9579e-19,-3.95062e-19,1.70778e-12,68921,1e+08,1.43406e-17,1.43406e-17,1.43411e-17,1.72358e-11,5.71894e-11,7.6133e-11
8394,1.679e-06,214.859,531441,8e+08,-3.98062e-19,-3.98629e-19,-3.96092e-19,1.70817e-12,68921,1e+08,1.43527e-17,1.43527e-17,1.43533e-17,1.72425e-11,5.71822e-11,7.6133e-11
8395,1.6792e-06,214.883,531441,8e+08,-3.98999e-19,-3.99658e-19,-3.96982e-19,1.70857e-12,68921,1e+08,1.43689e-17,1.43689e-17,1.43691e-17,1.72493e-11,5.71751e-11,7.6133e-11
8396,1.6794e-06,214.906,531441,8e+08,-3.98841e-19,-3.99731e-19,-3.99034e-19,1.70897e-12,68921,1e+08,1.43828e-17,1.43828e-17,1.43821e-17,1.7256e-11,5.7168e-11,7.6133e-11
8397,1.6796e-06,214.93,531441,8e+08,-4.10119e-19,-4.10552e-19,-4.03009e-19,1.70936e-12,68921,1e+08,1.43966e-17,1.43966e-17,1.43968e-17,1.72627e-11,5.7161e-11,7.6133e-11
8398,1.6798e-06,214.953,531441,8e+08,-4.19622e-19,-4.19912e-19,-4.08142e-19,1.70976e-12,68921,1e+08,1.44123e-17,1.44123e-17,1.44125e-17,1.72694e-11,5.71539e-11,7.6133e-11
8399,1.68e-06,214.977,531441,8e+08,-4.19757e-19,-4.20196e-19,-4.05486e-19,1.71016e-12,68921,1e+08,1.44215e-17,1.44215e-17,1.44217e-17,1.7276e-11,5.71468e-11,7.6133e-11
8400,1.6802e-06,215,531441,8e+08,-4.20209e-19,-4.20745e-19,-4.07542e-19,1.71056e-12,68921,1e+08,1.44371e-17,1.44371e-17,1.44378e-17,1.72827e-11,5.71398e-11,7.61331e-11
8401,1.6804e-06,215.244,531441,8e+08,-4.17054e-19,-4.17364e-19,-4.07142e-19,1.71095e-12,68921,1e+08,1.44539e-17,1.44539e-17,1.44534e-17,1.72893e-11,5.71328e-11,7.61331e-11
8402,1.6806e-06,215.267,531441,8e+08,-4.166e-19,-4.16819e-19,-4.05318e-19,1.71135e-12,68921,1e+08,1.44702e-17,1.44702e-17,1.44713e-17,1.7296e-11,5.71258e-11,7.61331e-11
8403,1.6808e-06,215.29,531441,8e+08,-4.13076e-19,-4.13225e-19,-4.02478e-19,1.71175e-12,68921,1e+08,1.44862e-17,1.44862e-17,1.44868e-17,1.73026e-11,5.71188e-11,7.61331e-11
8404,1.681e-06,215.313,531441,8e+08,-4.1082e-19,-4.10559e-19,-4.00362e-19,1.71215e-12,68921,1e+08,1.45017e-17,1.45017e-17,1.45022e-17,1.73092e-11,5.71118e-11,7.61331e-11
8405,1.6812e-06,215.337,531441,8e+08,-4.08983e-19,-4.08871e-19,-3.98486e-19,1.71254e-12,68921,1e+08,1.45157e-17,1.45157e-17,1.45147e-17,1.73157e-11,5.71049e-11,7.61332e-11
8406,1.6814e-06,215.36,531441,8e+08,-4.03854e-19,-4.03622e-19,-3.94427e-19,1.71294e-12,68921,1e+08,1.45295e-17,1.45295e-17,1.45301e-17,1.73223e-11,5.7098e-11,7.61332e-11
8407,1.6816e-06,215.383,531441,8e+08,-4.078e-19,-4.07406e-19,-3.99388e-19,1.71334e-12,68921,1e+08,1.4542e-17,1.4542e-17,1.45426e-17,1.73288e-11,5.70911e-11,7.61332e-11
8408,1.6818e-06,215.407,531441,8e+08,-4.0334e-19,-4.02866e-19,-3.94842e-19,1.71374e-12,68921,1e+08,1.45541e-17,1.45541e-17,1.45547e-17,1.73353e-11,5.70842e-11,7.61332e-11
8409,1.682e-06,215.43,531441,8e+08,-4.03084e-19,-4.02566e-19,-3.94598e-19,1.71413e-12,68921,1e+08,1.45693e-17,1.45693e-17,1.45699e-17,1.73418e-11,5.70773e-11,7.61332e-11
8410,1.6822e-06,215.453,531441,8e+08,-4.03042e-19,-4.02179e-19,-3.9567e-19,1.71453e-12,68921,1e+08,1.45849e-17,1.45849e-17,1.45809e-17,1.73483e-11,5.70704e-11,7.61333e-11
8411,1.6824e-06,215.477,531441,8e+08,-4.03779e-19,-4.03024e-19,-3.95069e-19,1.71493e-12,68921,1e+08,1.46022e-17,1.46022e-17,1.45984e-17,1.73548e-11,5.70636e-11,7.61333e-11
8412,1.6826e-06,215.5,531441,8e+08,-4.00351e-19,-3.99831e-19,-3.94124e-19,1.71533e-12,68921,1e+08,1.46172e-17,1.46172e-17,1.46135e-17,1.73612e-11,5.70567e-11,7.61333e-11
8413,1.6828e-06,215.524,531441,8e+08,-3.9789e-19,-3.9719e-19,-3.89722e-19,1.71572e-12,68921,1e+08,1.46296e-17,1.46296e-17,1.46258e-17,1.73676e-11,5.70499e-11,7.61333e-11
8414,1.683e-06,215.548,531441,8e+08,-3.94971e-19,-3.94335e-19,-3.91139e-19,1.71612e-12,68921,1e+08,1.46416e-17,1.46416e-17,1.46429e-17,1.73741e-11,5.70431e-11,7.61333e-11
8415,1.6832e-06,215.573,531441,8e+08,-4.01297e-19,-4.00724e-19,-3.98286e-19,1.71652e-12,68921,1e+08,1.46552e-17,1.46552e-17,1.46558e-17,1.73805e-11,5.70363e-11,7.61333e-11
8416,1.6834e-06,215.6,531441,8e+08,-4.04473e-19,-4.03981e-19,-4.01875e-19,1.71692e-12,68921,1e+08,1.46701e-17,1.46701e-17,1.46706e-17,1.73868e-11,5.70295e-11,7.61333e-11
8417,1.6836e-06,215.625,531441,8e+08,-4.04496e-19,-4.04161e-19,-4.01253e-19,1.71732e-12,68921,1e+08,1.46832e-17,1.46832e-17,1.46854e-17,1.73932e-11,5.70227e-11,7.61333e-11
8418,1.6838e-06,215.648,531441,8e+08,-4.00792e-19,-4.00469e-19,-3.97472e-19,1.71771e-12,68921,1e+08,1.47002e-17,1.47002e-17,1.47025e-17,1.73996e-11,5.7016e-11,7.61333e-11
8419,1.684e-06,215.672,531441,8e+08,-3.99102e-19,-3.9892e-19,-3.96093e-19,1.71811e-12,68921,1e+08,1.47157e-17,1.47157e-17,1.47172e-17,1.74059e-11,5.70093e-11,7.61333e-11
8420,1.6842e-06,215.695,531441,8e+08,-4.02219e-19,-4.01783e-19,-3.9823e-19,1.71851e-12,68921,1e+08,1.47242e-17,1.47242e-17,1.47247e-17,1.74122e-11,5.70026e-11,7.61334e-11
8421,1.6844e-06,215.718,531441,8e+08,-3.96337e-19,-3.95998e-19,-3.89564e-19,1.71891e-12,68921,1e+08,1.47388e-17,1.47388e-17,1.47394e-17,1.74185e-11,5.6996e-11,7.61334e-11
8422,1.6846e-06,215.742,531441,8e+08,-3.93605e-19,-3.93398e-19,-3.88059e-19,1.71931e-12,68921,1e+08,1.4755e-17,1.4755e-17,1.47556e-17,1.74249e-11,5.69893e-11,7.61334e-11
8423,1.6848e-06,215.765,531441,8e+08,-3.9752e-19,-3.97216e-19,-3.92887e-19,1.7197e-12,68921,1e+08,1.47695e-17,1.47695e-17,1.47701e-17,1.74311e-11,5.69826e-11,7.61335e-11
8424,1.685e-06,215.788,531441,8e+08,-3.94887e-19,-3.94709e-19,-3.90807e-19,1.7201e-12,68921,1e+08,1.4784e-17,1.4784e-17,1.47846e-17,1.74374e-11,5.6976e-11,7.61335e-11
8425,1.6852e-06,215.812,531441,8e+08,-3.93249e-19,-3.9311e-19,-3.90176e-19,1.7205e-12,68921,1e+08,1.47954e-17,1.47955e-17,1.4796e-17,1.74436e-11,5.69694e-11,7.61335e-11
8426,1.6854e-06,215.835,531441,8e+08,-3.92867e-19,-3.9308e-19,-3.90603e-19,1.7209e-12,68921,1e+08,1.48069e-17,1.48069e-17,1.48075e-17,1.74498e-11,5.69628e-11,7.61336e-11
8427,1.6856e-06,215.858,531441,8e+08,-3.91876e-19,-3.92098e-19,-3.90429e-19,1.7213e-12,68921,1e+08,1.48189e-17,1.48189e-17,1.4821e-17,1.7456e-11,5.69563e-11,7.61336e-11
8428,1.6858e-06,215.882,531441,8e+08,-3.89721e-19,-3.89727e-19,-3.9153e-19,1.72169e-12,68921,1e+08,1.4826e-17,1.4826e-17,1.48273e-17,1.74622e-11,5.69497e-11,7.61336e-11
8429,1.686e-06,215.905,531441,8e+08,-3.88851e-19,-3.88589e-19,-3.92592e-19,1.72209e-12,68921,1e+08,1.48394e-17,1.48394e-17,1.484e-17,1.74684e-11,5.69431e-11,7.61336e-11
8430,1.6862e-06,215.929,531441,8e+08,-3.8707e-19,-3.8659e-19,-3.87879e-19,1.72249e-12,68921,1e+08,1.48536e-17,1.48536e-17,1.48542e-17,1.74746e-11,5.69366e-11,7.61337e-11
8431,1.6864e-06,215.953,531441,8e+08,-3.86689e-19,-3.86299e-19,-3.85388e-19,1.72289e-12,68921,1e+08,1.48612e-17,1.48612e-17,1.48618e-17,1.74807e-11,5.69302e-11,7.61338e-11
8432,1.6866e-06,215.977,531441,8e+08,-3.85342e-19,-3.85404e-19,-3.88119e-19,1.72329e-12,68921,1e+08,1.48737e-17,1.48737e-17,1.48782e-17,1.74868e-11,5.69237e-11,7.61338e-11
8433,1.6868e-06,216,531441,8e+08,-3.84934e-19,-3.85131e-19,-3.90118e-19,1.72369e-12,68921,1e+08,1.48869e-17,1.48869e-17,1.48875e-17,1.7493e-11,5.69172e-11,7.61338e-11
8434,1.687e-06,216.023,531441,8e+08,-3.83672e-19,-3.83848e-19,-3.89654e-19,1.72408e-12,68921,1e+08,1.4898e-17,1.4898e-17,1.48986e-17,1.74991e-11,5.69107e-11,7.61339e-11
8435,1.6872e-06,216.047,531441,8e+08,-3.83764e-19,-3.84181e-19,-3.8881e-19,1.72448e-12,68921,1e+08,1.49113e-17,1.49113e-17,1.49119e-17,1.75052e-11,5.69042e-11,7.61339e-11
8436,1.6874e-06,216.071,531441,8e+08,-3.90843e-19,-3.9155e-19,-3.97916e-19,1.72488e-12,68921,1e+08,1.49252e-17,1.49252e-17,1.49258e-17,1.75113e-11,5.68978e-11,7.6134e-11
8437,1.6876e-06,216.094,531441,8e+08,-3.99999e-19,-3.99466e-19,-4.07626e-19,1.72528e-12,68921,1e+08,1.49391e-17,1.49391e-17,1.49397e-17,1.75174e-11,5.68914e-11,7.6134e-11
8438,1.6878e-06,216.118,531441,8e+08,-4.02661e-19,-4.02458e-19,-4.09179e-19,1.72568e-12,68921,1e+08,1.49535e-17,1.49535e-17,1.49546e-17,1.75234e-11,5.6885e-11,7.6134e-11
8439,1.688e-06,216.142,531441,8e+08,-3.99139e-19,-3.98948e-19,-4.02488e-19,1.72608e-12,68921,1e+08,1.49672e-17,1.49672e-17,1.49684e-17,1.75294e-11,5.68786e-11,7.61341e-11
8440,1.6882e-06,216.165,531441,8e+08,-3.97569e-19,-3.97555e-19,-4.02775e-19,1.72647e-12,68921,1e+08,1.49801e-17,1.49801e-17,1.49821e-17,1.75354e-11,5.68723e-11,7.61341e-11
8441,1.6884e-06,216.188,531441,8e+08,-3.93912e-19,-3.94045e-19,-3.97792e-19,1.72687e-12,68921,1e+08,1.49943e-17,1.49943e-17,1.49957e-17,1.75414e-11,5.68659e-11,7.61342e-11
8442,1.6886e-06,216.212,531441,8e+08,-3.99959e-19,-3.99681e-19,-4.04509e-19,1.72727e-12,68921,1e+08,1.50054e-17,1.50054e-17,1.50055e-17,1.75473e-11,5.68597e-11,7.61342e-11
8443,1.6888e-06,216.236,531441,8e+08,-4.00067e-19,-3.99772e-19,-4.07965e-19,1.72767e-12,68921,1e+08,1.50177e-17,1.50177e-17,1.50191e-17,1.75532e-11,5.68534e-11,7.61343e-11
8444,1.689e-06,216.259,531441,8e+08,-4.00309e-19,-3.99703e-19,-4.05657e-19,1.72807e-12,68921,1e+08,1.50304e-17,1.50304e-17,1.5031e-17,1.75591e-11,5.68471e-11,7.61343e-11
8445,1.6892e-06,216.282,531441,8e+08,-3.99169e-19,-3.99232e-19,-4.03805e-19,1.72847e-12,68921,1e+08,1.50439e-17,1.50439e-17,1.50445e-17,1.7565e-11,5.68409e-11,7.61343e-11
8446,1.6894e-06,216.306,531441,8e+08,-4.08105e-19,-4.08135e-19,-4.12438e-19,1.72887e-12,68921,1e+08,1.50573e-17,1.50573e-17,1.50579e-17,1.75709e-11,5.68346e-11,7.61344e-11
8447,1.6896e-06,216.329,531441,8e+08,-4.08421e-19,-4.08572e-19,-4.11625e-19,1.72927e-12,68921,1e+08,1.50667e-17,1.50667e-17,1.50692e-17,1.75767e-11,5.68284e-11,7.61344e-11
8448,1.6898e-06,216.352,531441,8e+08,-4.10871e-19,-4.1107e-19,-4.12937e-19,1.72966e-12,68921,1e+08,1.50781e-17,1.50781e-17,1.50803e-17,1.75825e-11,5.68222e-11,7.61344e-11
8449,1.69e-06,216.376,531441,8e+08,-4.10108e-19,-4.10108e-19,-4.12792e-19,1.73006e-12,68921,1e+08,1.50883e-17,1.50883e-17,1.50871e-17,1.75884e-11,5.6816e-11,7.61344e-11
8450,1.6902e-06,216.399,531441,8e+08,-4.09867e-19,-4.0974e-19,-4.11039e-19,1.73046e-12,68921,1e+08,1.50986e-17,1.50986e-17,1.50992e-17,1.75942e-11,5.68098e-11,7.61345e-11
8451,1.6904e-06,216.423,531441,8e+08,-4.03789e-19,-4.04025e-19,-4.05222e-19,1.73086e-12,68921,1e+08,1.51084e-17,1.51085e-17,1.5109e-17,1.76e-11,5.68036e-11,7.61345e-11
8452,1.6906e-06,216.446,531441,8e+08,-4.04502e-19,-4.04622e-19,-4.07381e-19,1.73126e-12,68921,1e+08,1.512e-17,1.512e-17,1.51206e-17,1.76057e-11,5.67975e-11,7.61345e-11
8453,1.6908e-06,216.47,531441,8e+08,-4.10718e-19,-4.10811e-19,-4.12211e-19,1.73166e-12,68921,1e+08,1.51331e-17,1.51331e-17,1.51337e-17,1.76115e-11,5.67913e-11,7.61345e-11
