ts,time,wall_time,mp_count.O+,real_count.O+,px.O+,py.O+,pz.O+,KE.O+,mp_count.e-,real_count.e-,px.e-,py.e-,pz.e-,KE.e-,PE,E_total
2188,4.378e-07,58.7479,531441,8e+08,-1.50681e-19,-1.50642e-19,-1.51437e-19,1.2086e-13,68921,1e+08,-5.23769e-18,-5.23769e-18,-5.2376e-18,5.72922e-12,7.03253e-11,7.61754e-11
2189,4.38e-07,58.7709,531441,8e+08,-1.47597e-19,-1.47566e-19,-1.47517e-19,1.20973e-13,68921,1e+08,-5.28628e-18,-5.28628e-18,-5.28619e-18,5.73397e-12,7.03204e-11,7.61753e-11
2190,4.382e-07,58.7943,531441,8e+08,-1.52738e-19,-1.52705e-19,-1.52662e-19,1.21087e-13,68921,1e+08,-5.32921e-18,-5.32921e-18,-5.32912e-18,5.73878e-12,7.03154e-11,7.61753e-11
2191,4.384e-07,58.8176,531441,8e+08,-1.5913e-19,-1.59178e-19,-1.58326e-19,1.21201e-13,68921,1e+08,-5.37129e-18,-5.37129e-18,-5.3712e-18,5.74366e-12,7.03103e-11,7.61752e-11
2192,4.386e-07,58.8408,531441,8e+08,-1.61402e-19,-1.61392e-19,-1.62175e-19,1.21315e-13,68921,1e+08,-5.42283e-18,-5.42283e-18,-5.42274e-18,5.74862e-12,7.03052e-11,7.61751e-11
2193,4.388e-07,58.864,531441,8e+08,-1.61039e-19,-1.61084e-19,-1.61125e-19,1.21429e-13,68921,1e+08,-5.4686e-18,-5.4686e-18,-5.46851e-18,5.75362e-12,7.03e-11,7.6175e-11
2194,4.39e-07,58.8873,531441,8e+08,-1.65899e-19,-1.65909e-19,-1.65968e-19,1.21543e-13,68921,1e+08,-5.51689e-18,-5.51688e-18,-5.5168e-18,5.75871e-12,7.02947e-11,7.6175e-11
2195,4.392e-07,58.9108,531441,8e+08,-1.64144e-19,-1.64185e-19,-1.63398e-19,1.21658e-13,68921,1e+08,-5.56061e-18,-5.56061e-18,-5.56087e-18,5.76385e-12,7.02894e-11,7.61749e-11
2196,4.394e-07,58.9341,531441,8e+08,-1.49042e-19,-1.49024e-19,-1.49891e-19,1.21772e-13,68921,1e+08,-5.60878e-18,-5.60878e-18,-5.60904e-18,5.76907e-12,7.0284e-11,7.61748e-11
2197,4.396e-07,58.9575,531441,8e+08,-1.57363e-19,-1.57376e-19,-1.57403e-19,1.21886e-13,68921,1e+08,-5.65397e-18,-5.65397e-18,-5.65423e-18,5.77436e-12,7.02785e-11,7.61747e-11
2198,4.398e-07,58.9808,531441,8e+08,-1.61628e-19,-1.61638e-19,-1.61681e-19,1.22e-13,68921,1e+08,-5.69837e-18,-5.69837e-18,-5.69863e-18,5.77972e-12,7.02729e-11,7.61747e-11
2199,4.4e-07,59.0041,531441,8e+08,-1.44239e-19,-1.44262e-19,-1.4354e-19,1.22115e-13,68921,1e+08,-5.74569e-18,-5.74569e-18,-5.74595e-18,5.78515e-12,7.02673e-11,7.61746e-11
2200,4.402e-07,59.0278,531441,8e+08,-1.40419e-19,-1.40384e-19,-1.41241e-19,1.22229e-13,68921,1e+08,-5.79592e-18,-5.79592e-18,-5.79583e-18,5.79064e-12,7.02616e-11,7.61745e-11
2201,4.404e-07,59.266,531441,8e+08,-1.31851e-19,-1.31847e-19,-1.31869e-19,1.22344e-13,68921,1e+08,-5.84155e-18,-5.84155e-18,-5.84146e-18,5.7962e-12,7.02559e-11,7.61744e-11
2202,4.406e-07,59.2894,531441,8e+08,-1.35274e-19,-1.35251e-19,-1.35329e-19,1.22458e-13,68921,1e+08,-5.88678e-18,-5.88678e-18,-5.88669e-18,5.80183e-12,7.025e-11,7.61743e-11
2203,4.408e-07,59.3126,531441,8e+08,-1.41366e-19,-1.4141e-19,-1.40632e-19,1.22573e-13,68921,1e+08,-5.93913e-18,-5.93913e-18,-5.93862e-18,5.80753e-12,7.02441e-11,7.61742e-11
2204,4.41e-07,59.3356,531441,8e+08,-1.43144e-19,-1.4313e-19,-1.43971e-19,1.22687e-13,68921,1e+08,-5.98544e-18,-5.98544e-18,-5.98535e-18,5.81327e-12,7.02382e-11,7.61741e-11
2205,4.412e-07,59.359,531441,8e+08,-1.43235e-19,-1.43255e-19,-1.43384e-19,1.22802e-13,68921,1e+08,-6.03066e-18,-6.03066e-18,-6.03056e-18,5.8191e-12,7.02321e-11,7.6174e-11
2206,4.414e-07,59.3825,531441,8e+08,-1.47612e-19,-1.47593e-19,-1.47665e-19,1.22917e-13,68921,1e+08,-6.07407e-18,-6.07407e-18,-6.07398e-18,5.82499e-12,7.0226e-11,7.61739e-11
2207,4.416e-07,59.4057,531441,8e+08,-1.51574e-19,-1.51586e-19,-1.50881e-19,1.23031e-13,68921,1e+08,-6.11985e-18,-6.11985e-18,-6.11975e-18,5.83097e-12,7.02199e-11,7.61739e-11
2208,4.418e-07,59.4291,531441,8e+08,-1.32647e-19,-1.32601e-19,-1.33458e-19,1.23146e-13,68921,1e+08,-6.17051e-18,-6.17051e-18,-6.17041e-18,5.83702e-12,7.02136e-11,7.61738e-11
2209,4.42e-07,59.4521,531441,8e+08,-1.29514e-19,-1.29491e-19,-1.29385e-19,1.23261e-13,68921,1e+08,-6.21635e-18,-6.21635e-18,-6.21626e-18,5.84313e-12,7.02073e-11,7.61737e-11
2210,4.422e-07,59.476,531441,8e+08,-1.32831e-19,-1.32789e-19,-1.32749e-19,1.23376e-13,68921,1e+08,-6.26043e-18,-6.26043e-18,-6.26033e-18,5.84931e-12,7.02009e-11,7.61736e-11
2211,4.424e-07,59.4993,531441,8e+08,-1.30122e-19,-1.30115e-19,-1.29298e-19,1.23491e-13,68921,1e+08,-6.3041e-18,-6.3041e-18,-6.30401e-18,5.85557e-12,7.01944e-11,7.61735e-11
2212,4.426e-07,59.5228,531441,8e+08,-1.26971e-19,-1.26807e-19,-1.27535e-19,1.23606e-13,68921,1e+08,-6.34828e-18,-6.34828e-18,-6.34819e-18,5.86191e-12,7.01879e-11,7.61734e-11
2213,4.428e-07,59.5462,531441,8e+08,-1.20318e-19,-1.20256e-19,-1.20193e-19,1.23721e-13,68921,1e+08,-6.39516e-18,-6.39516e-18,-6.39506e-18,5.86832e-12,7.01813e-11,7.61733e-11
2214,4.43e-07,59.5696,531441,8e+08,-1.27406e-19,-1.27332e-19,-1.27285e-19,1.23836e-13,68921,1e+08,-6.44101e-18,-6.44101e-18,-6.44092e-18,5.87479e-12,7.01746e-11,7.61733e-11
2215,4.432e-07,59.5931,531441,8e+08,-1.24654e-19,-1.24625e-19,-1.23773e-19,1.23951e-13,68921,1e+08,-6.48836e-18,-6.48836e-18,-6.48826e-18,5.88133e-12,7.01679e-11,7.61732e-11
2216,4.434e-07,59.6169,531441,8e+08,-1.10286e-19,-1.1034e-19,-1.11029e-19,1.24066e-13,68921,1e+08,-6.53437e-18,-6.53437e-18,-6.53428e-18,5.88794e-12,7.01611e-11,7.61731e-11
2217,4.436e-07,59.6404,531441,8e+08,-1.05454e-19,-1.05542e-19,-1.05478e-19,1.24182e-13,68921,1e+08,-6.58304e-18,-6.58304e-18,-6.58294e-18,5.89462e-12,7.01542e-11,7.6173e-11
2218,4.438e-07,59.6639,531441,8e+08,-1.13415e-19,-1.13458e-19,-1.13378e-19,1.24297e-13,68921,1e+08,-6.63125e-18,-6.63125e-18,-6.63116e-18,5.90137e-12,7.01472e-11,7.61729e-11
2219,4.44e-07,59.6873,531441,8e+08,-9.64194e-20,-9.64714e-20,-9.5565e-20,1.24412e-13,68921,1e+08,-6.67291e-18,-6.67291e-18,-6.67281e-18,5.90819e-12,7.01402e-11,7.61728e-11
2220,4.442e-07,59.7106,531441,8e+08,-9.33323e-20,-9.33264e-20,-9.41115e-20,1.24528e-13,68921,1e+08,-6.71635e-18,-6.71635e-18,-6.71626e-18,5.9151e-12,7.01331e-11,7.61727e-11
2221,4.444e-07,59.7339,531441,8e+08,-7.96772e-20,-7.97161e-20,-7.96697e-20,1.24643e-13,68921,1e+08,-6.76708e-18,-6.76708e-18,-6.76698e-18,5.92207e-12,7.01259e-11,7.61726e-11
2222,4.446e-07,59.7573,531441,8e+08,-8.33127e-20,-8.33395e-20,-8.33183e-20,1.24759e-13,68921,1e+08,-6.81409e-18,-6.81408e-18,-6.81399e-18,5.92912e-12,7.01187e-11,7.61725e-11
2223,4.448e-07,59.7806,531441,8e+08,-7.81437e-20,-7.82263e-20,-7.74625e-20,1.24874e-13,68921,1e+08,-6.8614e-18,-6.8614e-18,-6.8613e-18,5.93624e-12,7.01114e-11,7.61725e-11
2224,4.45e-07,59.8039,531441,8e+08,-6.42711e-20,-6.42958e-20,-6.51447e-20,1.2499e-13,68921,1e+08,-6.90769e-18,-6.90769e-18,-6.9076e-18,5.94342e-12,7.0104e-11,7.61724e-11
2225,4.452e-07,59.8273,531441,8e+08,-6.91873e-20,-6.9243e-20,-6.92819e-20,1.25106e-13,68921,1e+08,-6.95037e-18,-6.95037e-18,-6.95027e-18,5.95068e-12,7.00965e-11,7.61723e-11
2226,4.454e-07,59.8505,531441,8e+08,-7.61902e-20,-7.62273e-20,-7.63227e-20,1.25221e-13,68921,1e+08,-6.99369e-18,-6.99369e-18,-6.99359e-18,5.95801e-12,7.0089e-11,7.61722e-11
2227,4.456e-07,59.874,531441,8e+08,-6.69813e-20,-6.70633e-20,-6.62929e-20,1.25337e-13,68921,1e+08,-7.03973e-18,-7.03973e-18,-7.03967e-18,5.96542e-12,7.00814e-11,7.61721e-11
2228,4.458e-07,59.8974,531441,8e+08,-6.63224e-20,-6.63465e-20,-6.70759e-20,1.25453e-13,68921,1e+08,-7.08722e-18,-7.08722e-18,-7.08717e-18,5.9729e-12,7.00737e-11,7.6172e-11
2229,4.46e-07,59.9206,531441,8e+08,-4.49128e-20,-4.49492e-20,-4.4953e-20,1.25569e-13,68921,1e+08,-7.1325e-18,-7.1325e-18,-7.13245e-18,5.98044e-12,7.00659e-11,7.61719e-11
2230,4.462e-07,59.944,531441,8e+08,-4.7448e-20,-4.74451e-20,-4.74112e-20,1.25684e-13,68921,1e+08,-7.17821e-18,-7.17821e-18,-7.17815e-18,5.98806e-12,7.00581e-11,7.61719e-11
2231,4.464e-07,59.9674,531441,8e+08,-4.81659e-20,-4.8194e-20,-4.72676e-20,1.258e-13,68921,1e+08,-7.22035e-18,-7.22035e-18,-7.22029e-18,5.99575e-12,7.00502e-11,7.61718e-11
2232,4.466e-07,59.9907,531441,8e+08,-4.86264e-20,-4.85966e-20,-4.91703e-20,1.25916e-13,68921,1e+08,-7.26911e-18,-7.26911e-18,-7.26905e-18,6.00352e-12,7.00422e-11,7.61717e-11
2233,4.468e-07,60.0141,531441,8e+08,-4.79698e-20,-4.80065e-20,-4.77416e-20,1.26032e-13,68921,1e+08,-7.31266e-18,-7.31266e-18,-7.31256e-18,6.01136e-12,7.00342e-11,7.61716e-11
2234,4.47e-07,60.0373,531441,8e+08,-5.14004e-20,-5.14187e-20,-5.12201e-20,1.26149e-13,68921,1e+08,-7.35473e-18,-7.35473e-18,-7.35463e-18,6.01928e-12,7.00261e-11,7.61715e-11
2235,4.472e-07,60.0607,531441,8e+08,-5.10263e-20,-5.11286e-20,-5.03091e-20,1.26265e-13,68921,1e+08,-7.39818e-18,-7.39818e-18,-7.39815e-18,6.02728e-12,7.00179e-11,7.61714e-11
2236,4.474e-07,60.0839,531441,8e+08,-4.79845e-20,-4.8002e-20,-4.89214e-20,1.26381e-13,68921,1e+08,-7.44392e-18,-7.44392e-18,-7.44382e-18,6.03536e-12,7.00096e-11,7.61713e-11
2237,4.476e-07,60.1073,531441,8e+08,-4.87391e-20,-4.87876e-20,-4.88753e-20,1.26497e-13,68921,1e+08,-7.48668e-18,-7.48668e-18,-7.48658e-18,6.04351e-12,7.00012e-11,7.61712e-11
2238,4.478e-07,60.1304,531441,8e+08,-5.5329e-20,-5.53653e-20,-5.54869e-20,1.26613e-13,68921,1e+08,-7.53126e-18,-7.53126e-18,-7.53116e-18,6.05173e-12,6.99928e-11,7.61712e-11
2239,4.48e-07,60.154,531441,8e+08,-5.9391e-20,-5.94504e-20,-5.87114e-20,1.2673e-13,68921,1e+08,-7.57533e-18,-7.57533e-18,-7.57524e-18,6.06004e-12,6.99843e-11,7.61711e-11
2240,4.482e-07,60.1774,531441,8e+08,-4.26346e-20,-4.25126e-20,-4.33311e-20,1.26846e-13,68921,1e+08,-7.62189e-18,-7.62189e-18,-7.62179e-18,6.06842e-12,6.99757e-11,7.6171e-11
2241,4.484e-07,60.2006,531441,8e+08,-4.23857e-20,-4.22977e-20,-4.23244e-20,1.26963e-13,68921,1e+08,-7.66395e-18,-7.66395e-18,-7.66385e-18,6.07688e-12,6.99671e-11,7.61709e-11
2242,4.486e-07,60.2241,531441,8e+08,-4.2849e-20,-4.27153e-20,-4.27265e-20,1.27079e-13,68921,1e+08,-7.70749e-18,-7.70749e-18,-7.70739e-18,6.08541e-12,6.99584e-11,7.61709e-11
2243,4.488e-07,60.2475,531441,8e+08,-4.70866e-20,-4.70058e-20,-4.62162e-20,1.27196e-13,68921,1e+08,-7.75036e-18,-7.75036e-18,-7.75026e-18,6.09402e-12,6.99496e-11,7.61708e-11
2244,4.49e-07,60.2705,531441,8e+08,-2.87789e-20,-2.86401e-20,-2.95051e-20,1.27312e-13,68921,1e+08,-7.79984e-18,-7.79984e-18,-7.79974e-18,6.10271e-12,6.99407e-11,7.61707e-11
2245,4.492e-07,60.2938,531441,8e+08,-2.68158e-20,-2.67219e-20,-2.67478e-20,1.27429e-13,68921,1e+08,-7.84213e-18,-7.84213e-18,-7.84203e-18,6.11147e-12,6.99317e-11,7.61706e-11
2246,4.494e-07,60.317,531441,8e+08,-3.1994e-20,-3.18879e-20,-3.19575e-20,1.27545e-13,68921,1e+08,-7.89016e-18,-7.89016e-18,-7.89006e-18,6.12031e-12,6.99227e-11,7.61706e-11
2247,4.496e-07,60.3404,531441,8e+08,-3.00555e-20,-2.99834e-20,-2.93186e-20,1.27662e-13,68921,1e+08,-7.93615e-18,-7.93615e-18,-7.93606e-18,6.12921e-12,6.99136e-11,7.61705e-11
2248,4.498e-07,60.3639,531441,8e+08,-1.83759e-20,-1.8387e-20,-1.92026e-20,1.27779e-13,68921,1e+08,-7.98784e-18,-7.98784e-18,-7.98774e-18,6.13819e-12,6.99044e-11,7.61704e-11
2249,4.5e-07,60.3871,531441,8e+08,-1.91843e-20,-1.92046e-20,-1.92351e-20,1.27896e-13,68921,1e+08,-8.035e-18,-8.035e-18,-8.0349e-18,6.14725e-12,6.98952e-11,7.61703e-11
2250,4.502e-07,60.4105,531441,8e+08,-2.18072e-20,-2.18091e-20,-2.1896e-20,1.28013e-13,68921,1e+08,-8.08223e-18,-8.08223e-18,-8.08213e-18,6.15636e-12,6.98859e-11,7.61702e-11
2251,4.504e-07,60.4337,531441,8e+08,-2.07705e-20,-2.08173e-20,-2.00168e-20,1.28129e-13,68921,1e+08,-8.12961e-18,-8.12961e-18,-8.12952e-18,6.16555e-12,6.98765e-11,7.61702e-11
2252,4.506e-07,60.457,531441,8e+08,-7.284e-21,-7.27287e-21,-8.09266e-21,1.28246e-13,68921,1e+08,-8.17387e-18,-8.17387e-18,-8.17424e-18,6.1748e-12,6.9867e-11,7.61701e-11
2253,4.508e-07,60.4802,531441,8e+08,1.46332e-20,1.45887e-20,1.4512e-20,1.28363e-13,68921,1e+08,-8.22222e-18,-8.22222e-18,-8.22212e-18,6.18413e-12,6.98575e-11,7.617e-11
2254,4.51e-07,60.5034,531441,8e+08,5.01678e-21,5.01157e-21,4.97263e-21,1.2848e-13,68921,1e+08,-8.26959e-18,-8.26959e-18,-8.26949e-18,6.19353e-12,6.98479e-11,7.61699e-11
2255,4.512e-07,60.527,531441,8e+08,1.00138e-21,9.65141e-22,1.7484e-21,1.28598e-13,68921,1e+08,-8.31778e-18,-8.31778e-18,-8.31768e-18,6.203e-12,6.98382e-11,7.61698e-11
2256,4.514e-07,60.5604,531441,8e+08,5.89967e-21,5.92134e-21,5.15439e-21,1.28715e-13,68921,1e+08,-8.36606e-18,-8.36606e-18,-8.36596e-18,6.21254e-12,6.98285e-11,7.61697e-11
2257,4.516e-07,60.5898,531441,8e+08,2.47585e-21,2.45271e-21,2.5672e-21,1.28832e-13,68921,1e+08,-8.41327e-18,-8.41327e-18,-8.41317e-18,6.22215e-12,6.98186e-11,7.61696e-11
2258,4.518e-07,60.619,531441,8e+08,-3.86304e-21,-3.92175e-21,-3.96127e-21,1.28949e-13,68921,1e+08,-8.45657e-18,-8.45657e-18,-8.45647e-18,6.23184e-12,6.98087e-11,7.61695e-11
2259,4.52e-07,60.6425,531441,8e+08,3.53833e-20,3.53123e-20,3.60527e-20,1.29066e-13,68921,1e+08,-8.502e-18,-8.502e-18,-8.5019e-18,6.24161e-12,6.97987e-11,7.61694e-11
2260,4.522e-07,60.6657,531441,8e+08,4.3982e-20,4.39689e-20,4.31031e-20,1.29184e-13,68921,1e+08,-8.54732e-18,-8.54732e-18,-8.54722e-18,6.25145e-12,6.97887e-11,7.61693e-11
2261,4.524e-07,60.6889,531441,8e+08,4.8701e-20,4.86569e-20,4.86219e-20,1.29301e-13,68921,1e+08,-8.59265e-18,-8.59265e-18,-8.59255e-18,6.26138e-12,6.97785e-11,7.61692e-11
2262,4.526e-07,60.7122,531441,8e+08,4.50894e-20,4.50575e-20,4.49752e-20,1.29418e-13,68921,1e+08,-8.64518e-18,-8.64518e-18,-8.64508e-18,6.27137e-12,6.97683e-11,7.61691e-11
2263,4.528e-07,60.7353,531441,8e+08,4.50778e-20,4.49792e-20,4.56937e-20,1.29536e-13,68921,1e+08,-8.69189e-18,-8.69189e-18,-8.69179e-18,6.28142e-12,6.97581e-11,7.6169e-11
2264,4.53e-07,60.7605,531441,8e+08,5.27612e-20,5.27205e-20,5.19256e-20,1.29653e-13,68921,1e+08,-8.73809e-18,-8.73809e-18,-8.73799e-18,6.29154e-12,6.97477e-11,7.61689e-11
2265,4.532e-07,60.7837,531441,8e+08,5.41084e-20,5.40338e-20,5.39839e-20,1.29771e-13,68921,1e+08,-8.78233e-18,-8.78233e-18,-8.78223e-18,6.30174e-12,6.97373e-11,7.61688e-11
2266,4.534e-07,60.8089,531441,8e+08,5.27027e-20,5.26736e-20,5.2626e-20,1.29889e-13,68921,1e+08,-8.83059e-18,-8.83059e-18,-8.83049e-18,6.31201e-12,6.97269e-11,7.61687e-11
2267,4.536e-07,60.8321,531441,8e+08,5.28195e-20,5.27594e-20,5.34953e-20,1.30006e-13,68921,1e+08,-8.87483e-18,-8.87483e-18,-8.87473e-18,6.32234e-12,6.97163e-11,7.61687e-11
2268,4.538e-07,60.8551,531441,8e+08,6.89353e-20,6.90566e-20,6.82489e-20,1.30124e-13,68921,1e+08,-8.92231e-18,-8.92231e-18,-8.9222e-18,6.33275e-12,6.97057e-11,7.61686e-11
2269,4.54e-07,60.8805,531441,8e+08,7.03686e-20,7.04667e-20,7.0532e-20,1.30242e-13,68921,1e+08,-8.97e-18,-8.97e-18,-8.9699e-18,6.34324e-12,6.9695e-11,7.61685e-11
2270,4.542e-07,60.9036,531441,8e+08,6.84423e-20,6.85526e-20,6.85403e-20,1.3036e-13,68921,1e+08,-9.01538e-18,-9.01538e-18,-9.01528e-18,6.3538e-12,6.96842e-11,7.61684e-11
2271,4.544e-07,60.929,531441,8e+08,6.09239e-20,6.10002e-20,6.17603e-20,1.30477e-13,68921,1e+08,-9.06145e-18,-9.06145e-18,-9.06135e-18,6.36443e-12,6.96734e-11,7.61683e-11
2272,4.546e-07,60.9521,531441,8e+08,5.65609e-20,5.66951e-20,5.58401e-20,1.30595e-13,68921,1e+08,-9.10748e-18,-9.10748e-18,-9.10738e-18,6.37513e-12,6.96625e-11,7.61682e-11
2273,4.548e-07,60.9753,531441,8e+08,5.38114e-20,5.38886e-20,5.39457e-20,1.30713e-13,68921,1e+08,-9.15202e-18,-9.15202e-18,-9.15192e-18,6.38591e-12,6.96515e-11,7.61681e-11
2274,4.55e-07,60.9985,531441,8e+08,5.30073e-20,5.30771e-20,5.30384e-20,1.30831e-13,68921,1e+08,-9.19999e-18,-9.19999e-18,-9.19989e-18,6.39676e-12,6.96404e-11,7.6168e-11
2275,4.552e-07,61.0239,531441,8e+08,5.54906e-20,5.55155e-20,5.63355e-20,1.30949e-13,68921,1e+08,-9.246e-18,-9.246e-18,-9.24589e-18,6.40767e-12,6.96293e-11,7.61679e-11
2276,4.554e-07,61.049,531441,8e+08,5.99038e-20,5.99866e-20,5.92386e-20,1.31067e-13,68921,1e+08,-9.29335e-18,-9.29335e-18,-9.29325e-18,6.41866e-12,6.96181e-11,7.61678e-11
2277,4.556e-07,61.0743,531441,8e+08,5.98262e-20,5.98751e-20,5.98147e-20,1.31185e-13,68921,1e+08,-9.34227e-18,-9.34227e-18,-9.34217e-18,6.42971e-12,6.96068e-11,7.61677e-11
2278,4.558e-07,61.0996,531441,8e+08,5.20116e-20,5.20997e-20,5.20637e-20,1.31304e-13,68921,1e+08,-9.38583e-18,-9.38582e-18,-9.38592e-18,6.44083e-12,6.95955e-11,7.61677e-11
2279,4.56e-07,61.123,531441,8e+08,5.90549e-20,5.91336e-20,5.99138e-20,1.31422e-13,68921,1e+08,-9.4304e-18,-9.4304e-18,-9.4305e-18,6.45204e-12,6.95841e-11,7.61676e-11
2280,4.562e-07,61.1462,531441,8e+08,1.16957e-19,1.16953e-19,1.16315e-19,1.3154e-13,68921,1e+08,-9.47686e-18,-9.47686e-18,-9.47695e-18,6.46331e-12,6.95726e-11,7.61675e-11
2281,4.564e-07,61.1692,531441,8e+08,1.17639e-19,1.1759e-19,1.1784e-19,1.31658e-13,68921,1e+08,-9.52348e-18,-9.52348e-18,-9.52358e-18,6.47466e-12,6.95611e-11,7.61674e-11
2282,4.566e-07,61.1925,531441,8e+08,1.17925e-19,1.1784e-19,1.17935e-19,1.31777e-13,68921,1e+08,-9.57114e-18,-9.57114e-18,-9.57124e-18,6.48608e-12,6.95495e-11,7.61673e-11
2283,4.568e-07,61.218,531441,8e+08,1.1576e-19,1.15641e-19,1.16538e-19,1.31895e-13,68921,1e+08,-9.6206e-18,-9.6206e-18,-9.6207e-18,6.49757e-12,6.95378e-11,7.61672e-11
2284,4.57e-07,61.2414,531441,8e+08,1.09271e-19,1.0921e-19,1.08454e-19,1.32014e-13,68921,1e+08,-9.6682e-18,-9.6682e-18,-9.66829e-18,6.50912e-12,6.9526e-11,7.61672e-11
2285,4.572e-07,61.2665,531441,8e+08,1.06111e-19,1.06019e-19,1.06028e-19,1.32132e-13,68921,1e+08,-9.71038e-18,-9.71038e-18,-9.71048e-18,6.52076e-12,6.95142e-11,7.61671e-11
2286,4.574e-07,61.2898,531441,8e+08,1.01506e-19,1.014e-19,1.01335e-19,1.32251e-13,68921,1e+08,-9.75817e-18,-9.75817e-18,-9.75827e-18,6.53247e-12,6.95023e-11,7.6167e-11
2287,4.576e-07,61.3132,531441,8e+08,1.18771e-19,1.1862e-19,1.19399e-19,1.32369e-13,68921,1e+08,-9.80037e-18,-9.80037e-18,-9.80046e-18,6.54426e-12,6.94903e-11,7.61669e-11
2288,4.578e-07,61.3382,531441,8e+08,1.15839e-19,1.15746e-19,1.15017e-19,1.32488e-13,68921,1e+08,-9.84868e-18,-9.84868e-18,-9.84878e-18,6.55612e-12,6.94782e-11,7.61668e-11
2289,4.58e-07,61.3634,531441,8e+08,1.34904e-19,1.34799e-19,1.34835e-19,1.32606e-13,68921,1e+08,-9.8954e-18,-9.8954e-18,-9.8955e-18,6.56806e-12,6.9466e-11,7.61667e-11
2290,4.582e-07,61.3885,531441,8e+08,1.33939e-19,1.3388e-19,1.33918e-19,1.32725e-13,68921,1e+08,-9.94008e-18,-9.94008e-18,-9.94017e-18,6.58007e-12,6.94538e-11,7.61666e-11
2291,4.584e-07,61.414,531441,8e+08,1.30591e-19,1.305e-19,1.31331e-19,1.32844e-13,68921,1e+08,-9.98879e-18,-9.98879e-18,-9.98889e-18,6.59216e-12,6.94415e-11,7.61665e-11
2292,4.586e-07,61.4369,531441,8e+08,1.31783e-19,1.31751e-19,1.30985e-19,1.32963e-13,68921,1e+08,-1.00343e-17,-1.00343e-17,-1.00344e-17,6.60431e-12,6.94291e-11,7.61664e-11
2293,4.588e-07,61.4623,531441,8e+08,1.26457e-19,1.2638e-19,1.26533e-19,1.33081e-13,68921,1e+08,-1.00802e-17,-1.00802e-17,-1.00803e-17,6.61654e-12,6.94167e-11,7.61663e-11
2294,4.59e-07,61.4875,531441,8e+08,1.1951e-19,1.19445e-19,1.1952e-19,1.332e-13,68921,1e+08,-1.01248e-17,-1.01248e-17,-1.01249e-17,6.62883e-12,6.94042e-11,7.61662e-11
2295,4.592e-07,61.5128,531441,8e+08,1.24223e-19,1.24124e-19,1.24949e-19,1.33319e-13,68921,1e+08,-1.01729e-17,-1.01729e-17,-1.0173e-17,6.6412e-12,6.93916e-11,7.61661e-11
2296,4.594e-07,61.5382,531441,8e+08,1.34391e-19,1.34473e-19,1.33736e-19,1.33438e-13,68921,1e+08,-1.022e-17,-1.022e-17,-1.02201e-17,6.65364e-12,6.93789e-11,7.6166e-11
2297,4.596e-07,61.5637,531441,8e+08,1.46978e-19,1.47029e-19,1.47092e-19,1.33557e-13,68921,1e+08,-1.02629e-17,-1.02629e-17,-1.0263e-17,6.66615e-12,6.93662e-11,7.61659e-11
2298,4.598e-07,61.5891,531441,8e+08,1.41749e-19,1.41792e-19,1.41759e-19,1.33676e-13,68921,1e+08,-1.03095e-17,-1.03095e-17,-1.03096e-17,6.67874e-12,6.93534e-11,7.61658e-11
2299,4.6e-07,61.6146,531441,8e+08,1.54696e-19,1.54716e-19,1.55525e-19,1.33795e-13,68921,1e+08,-1.03586e-17,-1.03586e-17,-1.03587e-17,6.69141e-12,6.93405e-11,7.61657e-11
2300,4.602e-07,61.6399,531441,8e+08,1.53644e-19,1.53722e-19,1.52917e-19,1.33915e-13,68921,1e+08,-1.04035e-17,-1.04035e-17,-1.04036e-17,6.70414e-12,6.93275e-11,7.61656e-11
2301,4.604e-07,61.8793,531441,8e+08,1.60657e-19,1.6072e-19,1.60647e-19,1.34034e-13,68921,1e+08,-1.04465e-17,-1.04465e-17,-1.04466e-17,6.71695e-12,6.93145e-11,7.61655e-11
2302,4.606e-07,61.9045,531441,8e+08,1.55852e-19,1.55971e-19,1.55915e-19,1.34153e-13,68921,1e+08,-1.04928e-17,-1.04928e-17,-1.04929e-17,6.72983e-12,6.93014e-11,7.61653e-11
2303,4.608e-07,61.9298,531441,8e+08,1.56727e-19,1.56807e-19,1.57574e-19,1.34272e-13,68921,1e+08,-1.05404e-17,-1.05404e-17,-1.05405e-17,6.74279e-12,6.92882e-11,7.61652e-11
2304,4.61e-07,61.9551,531441,8e+08,1.61162e-19,1.61299e-19,1.60569e-19,1.34392e-13,68921,1e+08,-1.05855e-17,-1.05855e-17,-1.05856e-17,6.75582e-12,6.92749e-11,7.61651e-11
2305,4.612e-07,61.9805,531441,8e+08,1.67801e-19,1.67885e-19,1.67946e-19,1.34511e-13,68921,1e+08,-1.063e-17,-1.063e-17,-1.063e-17,6.76892e-12,6.92615e-11,7.6165e-11
2306,4.614e-07,62.006,531441,8e+08,1.6156e-19,1.61626e-19,1.61525e-19,1.3463e-13,68921,1e+08,-1.06762e-17,-1.06762e-17,-1.06763e-17,6.7821e-12,6.92481e-11,7.61649e-11
2307,4.616e-07,62.0313,531441,8e+08,1.59045e-19,1.59068e-19,1.59716e-19,1.3475e-13,68921,1e+08,-1.07232e-17,-1.07232e-17,-1.07233e-17,6.79536e-12,6.92346e-11,7.61647e-11
